user_id,age,monthly_income,investment_capital,investment_horizon,risk_tolerance,investment_goal,preferred_market,experience_level,liquidity_need,recommended_market,recommendation_confidence,recommendation_reason,score_deposits,score_saudi_funds,score_saudi_stocks,score_us_stocks,score_mixed
USR0757,42,21500,725000,long,high,growth,Both,intermediate,high,Mixed,0.128,high risk tolerance; long investment horizon; growth goal,22,13,50,68,78
USR0758,39,12500,448000,medium,low,capital_preservation,Saudi,beginner,medium,Saudi_Funds,0.12,low risk tolerance; medium investment horizon; medium liquidity need,73,83,22,0,16
USR0759,29,4000,107000,short,high,balanced,Saudi,beginner,high,Saudi_Stocks,0.0,controlled label noise for model robustness,57,48,34,31,44
USR0760,45,18000,224000,short,low,capital_preservation,Saudi,beginner,medium,Deposits,0.173,low risk tolerance; short investment horizon; capital preservation goal,98,81,14,0,6
USR0761,32,13500,432000,long,high,growth,Saudi,advanced,low,US_Stocks,0.143,high risk tolerance; long investment horizon; low liquidity need,0,10,64,77,66
USR0762,39,17000,78000,medium,medium,growth,Saudi,advanced,medium,Mixed,0.071,medium risk tolerance; medium investment horizon; medium liquidity need,0,42,52,28,56
USR0763,63,37500,398000,short,low,capital_preservation,Both,advanced,medium,Deposits,0.25,low risk tolerance; short investment horizon; capital preservation goal,96,72,0,15,32
USR0764,37,9500,309000,medium,medium,growth,Both,intermediate,high,Mixed,0.281,medium risk tolerance; medium investment horizon; growth goal,22,37,46,23,64
USR0765,49,23500,269000,medium,high,balanced,Saudi,advanced,low,Saudi_Funds,0.0,controlled label noise for model robustness,0,30,50,43,66
USR0766,30,17000,174000,long,high,income,Both,advanced,low,Mixed,0.086,high risk tolerance; long investment horizon; low liquidity need,14,21,38,64,70
USR0767,37,7500,56000,short,low,income,Both,advanced,medium,Deposits,0.135,low risk tolerance; short investment horizon; income goal,74,64,0,15,32
USR0768,55,23500,736000,long,medium,growth,Saudi,advanced,low,Mixed,0.114,medium risk tolerance; long investment horizon; low liquidity need,8,30,62,56,70
USR0769,31,9500,185000,short,high,income,Both,intermediate,high,Deposits,0.279,short investment horizon; high liquidity need; income goal,61,39,28,30,44
USR0770,56,20500,518000,short,low,income,Both,intermediate,medium,Deposits,0.122,low risk tolerance; short investment horizon; income goal,82,72,8,9,36
USR0771,45,19000,206000,long,high,growth,Both,advanced,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,0,5,50,82,82
USR0772,32,10000,280000,long,high,growth,Saudi,advanced,low,Saudi_Stocks,0.0,controlled label noise for model robustness,0,10,64,77,66
USR0773,44,13000,365000,short,low,capital_preservation,Both,intermediate,high,Deposits,0.418,low risk tolerance; short investment horizon; high liquidity need,110,64,8,5,24
USR0774,47,18000,239000,short,low,income,US,advanced,high,Deposits,0.385,low risk tolerance; short investment horizon; high liquidity need,96,59,0,26,10
USR0775,44,11000,182000,medium,medium,income,Both,intermediate,medium,Mixed,0.086,medium risk tolerance; medium investment horizon; medium liquidity need,14,53,34,5,58
USR0776,22,5000,49000,short,low,capital_preservation,Both,beginner,medium,Deposits,0.214,low risk tolerance; short investment horizon; capital preservation goal,103,81,0,11,28
USR0777,30,14000,493000,medium,low,income,US,intermediate,medium,Saudi_Funds,0.197,low risk tolerance; medium investment horizon; medium liquidity need,49,61,16,16,24
USR0778,35,8500,206000,long,medium,balanced,Saudi,intermediate,low,Mixed,0.147,medium risk tolerance; long investment horizon; low liquidity need,0,30,58,24,68
USR0779,37,17500,592000,long,high,growth,Saudi,beginner,low,US_Stocks,0.099,high risk tolerance; long investment horizon; low liquidity need,10,22,64,71,62
USR0780,44,19500,253000,long,high,growth,US,intermediate,medium,US_Stocks,0.173,high risk tolerance; long investment horizon; growth goal,0,8,50,75,62
USR0781,39,8000,230000,long,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.031,high risk tolerance; long investment horizon; growth goal,0,18,64,59,62
USR0782,24,6500,183000,long,high,growth,Both,beginner,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,10,17,50,78,78
USR0783,41,23500,606000,long,medium,growth,Saudi,beginner,high,Saudi_Stocks,0.037,medium risk tolerance; long investment horizon; growth goal,32,42,54,38,52
USR0784,44,11500,400000,short,medium,income,Both,intermediate,high,Deposits,0.164,short investment horizon; high liquidity need; income goal,61,51,26,5,42
USR0785,43,13500,215000,long,medium,balanced,US,beginner,medium,Mixed,0.31,medium risk tolerance; long investment horizon; medium liquidity need,10,40,28,32,58
USR0786,48,21500,157000,medium,medium,growth,Saudi,advanced,low,Saudi_Stocks,0.033,medium risk tolerance; medium investment horizon; low liquidity need,0,34,60,36,58
USR0787,46,23000,578000,short,medium,balanced,Saudi,intermediate,low,Mixed,0.172,medium risk tolerance; low liquidity need; balanced goal,25,40,48,12,58
USR0788,42,14500,392000,long,low,capital_preservation,Both,intermediate,medium,Deposits,0.143,low risk tolerance; capital preservation goal,63,54,18,21,46
USR0789,37,11000,241000,long,high,income,Saudi,beginner,medium,Saudi_Funds,0.043,medium liquidity need; income goal; beginner investor,24,46,44,41,42
USR0790,22,13000,127000,medium,medium,balanced,Saudi,intermediate,low,Mixed,0.176,medium risk tolerance; medium investment horizon; low liquidity need,0,42,56,14,68
USR0791,42,29000,569000,medium,low,income,Saudi,beginner,medium,Saudi_Funds,0.289,low risk tolerance; medium investment horizon; medium liquidity need,59,83,22,4,22
USR0792,40,21000,279000,long,high,balanced,US,advanced,low,US_Stocks,0.04,high risk tolerance; long investment horizon; low liquidity need,0,8,38,75,72
USR0793,40,15500,265000,medium,medium,income,Saudi,intermediate,medium,Saudi_Funds,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,48,0,42
USR0794,25,6500,157000,medium,low,income,US,beginner,low,Saudi_Funds,0.092,low risk tolerance; medium investment horizon; income goal,59,65,16,30,24
USR0795,27,7000,193000,long,high,balanced,Both,intermediate,medium,Mixed,0.422,high risk tolerance; long investment horizon; medium liquidity need,0,21,38,52,90
USR0796,48,22000,234000,long,medium,growth,US,advanced,low,US_Stocks,0.059,long investment horizon; low liquidity need; growth goal,0,12,48,68,64
USR0797,37,16000,262000,long,high,income,Saudi,beginner,medium,Saudi_Funds,0.043,medium liquidity need; income goal; beginner investor,24,46,44,41,42
USR0798,44,27000,320000,long,medium,balanced,Saudi,beginner,low,Deposits,0.0,controlled label noise for model robustness,10,42,50,24,60
USR0799,38,18000,171000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,0,0
USR0800,38,8500,245000,short,medium,balanced,US,intermediate,medium,Mixed,0.24,medium risk tolerance; medium liquidity need; balanced goal,25,38,26,16,50
USR0801,47,26000,858000,long,medium,growth,US,advanced,low,US_Stocks,0.028,long investment horizon; low liquidity need; growth goal,0,12,48,72,70
USR0802,32,8000,121000,short,low,capital_preservation,US,intermediate,low,Deposits,0.42,low risk tolerance; short investment horizon; capital preservation goal,88,51,16,24,16
USR0803,38,12500,347000,short,low,income,Both,beginner,high,Deposits,0.283,low risk tolerance; short investment horizon; high liquidity need,106,76,0,5,16
USR0804,33,13500,440000,medium,low,growth,Both,beginner,medium,Saudi_Funds,0.274,low risk tolerance; medium investment horizon; medium liquidity need,45,62,20,23,44
USR0805,33,24500,757000,long,high,balanced,Saudi,intermediate,medium,Mixed,0.297,high risk tolerance; long investment horizon; medium liquidity need,0,26,52,45,74
USR0806,34,38000,343000,short,medium,growth,US,intermediate,low,Saudi_Stocks,0.0,medium risk tolerance; low liquidity need; growth goal,25,22,46,42,46
USR0807,40,18500,639000,short,medium,balanced,Saudi,intermediate,high,Mixed,0.04,medium risk tolerance; balanced goal; intermediate investor,47,48,40,4,50
USR0808,33,11500,177000,long,high,balanced,Saudi,intermediate,low,Mixed,0.143,high risk tolerance; long investment horizon; low liquidity need,0,18,60,49,70
USR0809,50,23000,326000,medium,medium,balanced,US,advanced,low,Mixed,0.469,medium risk tolerance; medium investment horizon; low liquidity need,0,32,34,34,64
USR0810,29,14500,73000,long,low,capital_preservation,US,beginner,medium,Deposits,0.164,low risk tolerance; capital preservation goal; beginner investor,73,61,10,38,28
USR0811,36,12000,228000,long,medium,income,Saudi,intermediate,low,Saudi_Stocks,0.138,medium risk tolerance; long investment horizon; low liquidity need,14,38,58,24,50
USR0812,33,23000,151000,medium,medium,income,Saudi,intermediate,low,Saudi_Funds,0.0,controlled label noise for model robustness,14,50,56,8,44
USR0813,52,21500,240000,medium,low,capital_preservation,Both,intermediate,medium,Saudi_Funds,0.045,low risk tolerance; medium investment horizon; medium liquidity need,63,66,16,5,40
USR0814,39,17500,235000,medium,medium,capital_preservation,US,intermediate,medium,Saudi_Funds,0.125,medium risk tolerance; medium investment horizon; medium liquidity need,28,48,34,16,42
USR0815,48,23000,682000,medium,high,income,US,advanced,low,US_Stocks,0.143,high risk tolerance; low liquidity need; advanced investor,14,28,36,63,54
USR0816,23,9500,302000,medium,high,balanced,Both,beginner,high,Mixed,0.357,high risk tolerance; medium investment horizon; balanced goal,32,45,28,36,70
USR0817,40,20000,259000,short,low,income,Saudi,beginner,medium,Deposits,0.036,low risk tolerance; short investment horizon; income goal,84,81,14,0,6
USR0818,46,14000,438000,medium,low,growth,US,intermediate,low,US_Stocks,0.095,low liquidity need; growth goal; prefers US market,35,37,36,42,38
USR0819,38,11500,359000,short,medium,balanced,Both,advanced,high,Mixed,0.242,medium risk tolerance; balanced goal; advanced investor,47,43,18,15,62
USR0820,48,12500,352000,medium,medium,capital_preservation,Both,advanced,low,Mixed,0.274,medium risk tolerance; medium investment horizon; low liquidity need,28,45,34,23,62
USR0821,32,13500,105000,short,medium,balanced,Both,advanced,high,Mixed,0.242,medium risk tolerance; balanced goal; advanced investor,47,43,18,15,62
USR0822,52,26000,670000,short,low,capital_preservation,US,intermediate,medium,Deposits,0.33,low risk tolerance; short investment horizon; capital preservation goal,88,59,8,20,20
USR0823,60,27000,923000,long,medium,balanced,US,advanced,low,Mixed,0.289,medium risk tolerance; long investment horizon; low liquidity need,8,28,36,54,76
USR0824,34,23000,587000,short,low,income,Both,intermediate,medium,Deposits,0.135,low risk tolerance; short investment horizon; income goal,74,64,8,9,36
USR0825,33,12000,167000,long,medium,capital_preservation,Saudi,beginner,low,Saudi_Funds,0.0,medium risk tolerance; capital preservation goal; beginner investor,38,50,50,24,42
USR0826,52,25000,487000,long,low,capital_preservation,Saudi,beginner,low,Deposits,0.137,low risk tolerance; capital preservation goal; beginner investor,73,63,32,24,24
USR0827,53,13500,328000,medium,low,capital_preservation,Both,advanced,medium,Saudi_Funds,0.045,low risk tolerance; medium investment horizon; medium liquidity need,63,66,8,15,42
USR0828,32,10000,198000,short,low,income,US,advanced,medium,Deposits,0.203,low risk tolerance; short investment horizon; income goal,74,59,0,26,16
USR0829,33,15500,107000,long,medium,balanced,US,intermediate,low,Mixed,0.353,medium risk tolerance; long investment horizon; low liquidity need,0,20,44,40,68
USR0830,35,17500,232000,medium,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.097,high risk tolerance; medium investment horizon; growth goal,0,30,62,43,56
USR0831,24,7500,221000,medium,high,growth,Saudi,intermediate,low,Saudi_Stocks,0.086,high risk tolerance; medium investment horizon; low liquidity need,0,22,70,57,64
USR0832,28,10000,314000,short,low,income,US,beginner,low,US_Stocks,0.0,controlled label noise for model robustness,84,63,8,30,14
USR0833,27,5500,41000,long,high,growth,Both,beginner,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,15,22,50,78,78
USR0834,30,9500,327000,medium,high,growth,Both,advanced,high,Mixed,0.147,high risk tolerance; medium investment horizon; growth goal,22,25,40,58,68
USR0835,37,19000,263000,long,medium,balanced,US,advanced,low,Mixed,0.0,controlled label noise for model robustness,0,20,36,50,70
USR0836,40,18500,459000,medium,low,income,Saudi,advanced,medium,Saudi_Funds,0.31,low risk tolerance; medium investment horizon; medium liquidity need,49,71,22,10,26
USR0837,53,24000,667000,medium,low,balanced,Saudi,advanced,low,Saudi_Funds,0.055,low risk tolerance; medium investment horizon; balanced goal,35,55,30,22,52
USR0838,28,10500,312000,short,low,income,Both,beginner,medium,Deposits,0.095,low risk tolerance; short investment horizon; income goal,84,76,0,11,28
USR0839,47,18000,615000,short,high,growth,Both,advanced,high,Mixed,0.031,high risk tolerance; growth goal; advanced investor,47,23,32,62,64
USR0840,35,10000,133000,medium,medium,growth,US,intermediate,high,Mixed,0.042,medium risk tolerance; medium investment horizon; growth goal,22,32,46,34,48
USR0841,37,17500,548000,long,medium,income,Both,beginner,low,Mixed,0.297,medium risk tolerance; long investment horizon; low liquidity need,24,45,36,33,64
USR0842,44,19000,139000,medium,medium,growth,Both,intermediate,medium,Mixed,0.343,medium risk tolerance; medium investment horizon; medium liquidity need,0,37,46,23,70
USR0843,26,11000,288000,medium,low,income,US,beginner,medium,Saudi_Funds,0.192,low risk tolerance; medium investment horizon; medium liquidity need,59,73,8,22,22
USR0844,41,12500,343000,long,high,growth,US,advanced,medium,US_Stocks,0.247,high risk tolerance; long investment horizon; growth goal,0,8,42,85,64
USR0845,39,6500,164000,medium,medium,income,Both,advanced,medium,Mixed,0.117,medium risk tolerance; medium investment horizon; medium liquidity need,14,53,26,15,60
USR0846,42,23000,260000,long,medium,growth,US,intermediate,low,Mixed,0.065,medium risk tolerance; long investment horizon; low liquidity need,0,12,56,58,62
USR0847,40,12500,397000,long,high,growth,Both,advanced,medium,Mixed,0.075,high risk tolerance; long investment horizon; medium liquidity need,0,13,42,74,80
USR0848,62,17500,150000,short,low,capital_preservation,Both,advanced,high,Deposits,0.39,low risk tolerance; short investment horizon; high liquidity need,118,72,0,15,26
USR0849,31,14500,69000,long,high,growth,Both,advanced,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,0,5,50,82,82
USR0850,32,10000,266000,medium,medium,growth,Saudi,intermediate,medium,Saudi_Stocks,0.1,medium risk tolerance; medium investment horizon; growth goal,0,42,60,18,54
USR0851,31,16500,308000,long,low,income,Saudi,beginner,low,Saudi_Funds,0.063,low risk tolerance; income goal; beginner investor,59,63,32,24,24
USR0852,32,14500,449000,medium,low,income,Saudi,intermediate,medium,Saudi_Funds,0.31,low risk tolerance; medium investment horizon; medium liquidity need,49,71,30,0,24
USR0853,31,14500,226000,long,high,growth,Both,advanced,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,0,5,50,82,82
USR0854,49,11500,98000,medium,medium,balanced,Both,intermediate,medium,Mixed,0.408,medium risk tolerance; medium investment horizon; medium liquidity need,0,45,34,5,76
USR0855,52,30500,933000,short,medium,growth,Saudi,intermediate,high,Saudi_Stocks,0.096,medium risk tolerance; growth goal; intermediate investor,47,40,52,22,44
USR0856,32,13000,274000,long,medium,growth,US,intermediate,low,Mixed,0.065,medium risk tolerance; long investment horizon; low liquidity need,0,12,56,58,62
USR0857,29,9000,83000,medium,low,balanced,Both,beginner,medium,Saudi_Funds,0.2,low risk tolerance; medium investment horizon; medium liquidity need,45,70,8,11,56
USR0858,42,16500,441000,medium,medium,income,Both,intermediate,medium,Mixed,0.086,medium risk tolerance; medium investment horizon; medium liquidity need,14,53,34,5,58
USR0859,32,6000,119000,long,high,balanced,US,intermediate,high,Mixed,0.081,high risk tolerance; long investment horizon; balanced goal,22,16,38,57,62
USR0860,44,19000,435000,short,medium,capital_preservation,US,intermediate,high,Deposits,0.387,short investment horizon; high liquidity need; capital preservation goal,75,46,26,16,26
USR0861,40,10500,191000,medium,high,growth,US,advanced,medium,US_Stocks,0.159,high risk tolerance; growth goal; advanced investor,0,20,40,69,58
USR0862,22,4500,136000,medium,medium,balanced,Saudi,intermediate,high,Mixed,0.167,medium risk tolerance; medium investment horizon; balanced goal,22,50,48,6,60
USR0863,53,11500,349000,medium,medium,income,US,advanced,low,Mixed,0.13,medium risk tolerance; medium investment horizon; low liquidity need,14,40,34,34,46
USR0864,55,31000,818000,long,medium,growth,Both,intermediate,low,Mixed,0.333,medium risk tolerance; long investment horizon; low liquidity need,8,25,56,51,84
USR0865,31,9000,58000,long,high,growth,Saudi,beginner,low,US_Stocks,0.045,high risk tolerance; long investment horizon; low liquidity need,10,22,64,67,56
USR0866,34,21500,659000,medium,low,income,Saudi,beginner,low,Saudi_Funds,0.213,low risk tolerance; medium investment horizon; income goal,59,75,30,12,24
USR0867,40,12500,314000,short,low,capital_preservation,Saudi,intermediate,low,Deposits,0.307,low risk tolerance; short investment horizon; capital preservation goal,88,61,30,8,16
USR0868,41,8500,221000,medium,medium,balanced,US,advanced,medium,Mixed,0.355,medium risk tolerance; medium investment horizon; medium liquidity need,0,40,26,26,62
USR0869,44,11000,164000,short,low,capital_preservation,Saudi,beginner,medium,Deposits,0.173,low risk tolerance; short investment horizon; capital preservation goal,98,81,14,0,6
USR0870,58,34500,1104000,long,medium,income,Both,advanced,medium,Mixed,0.319,medium risk tolerance; long investment horizon; medium liquidity need,22,49,28,35,72
USR0871,36,12500,336000,medium,medium,capital_preservation,Saudi,advanced,medium,Saudi_Funds,0.241,medium risk tolerance; medium investment horizon; medium liquidity need,28,58,40,10,44
USR0872,30,9000,60000,medium,low,balanced,Saudi,advanced,medium,Saudi_Funds,0.302,low risk tolerance; medium investment horizon; medium liquidity need,35,63,22,10,44
USR0873,24,9000,148000,short,low,income,Saudi,beginner,low,Deposits,0.131,low risk tolerance; short investment horizon; income goal,84,73,22,14,14
USR0874,30,13000,419000,long,medium,balanced,Saudi,beginner,medium,Mixed,0.138,medium risk tolerance; long investment horizon; medium liquidity need,10,50,42,16,58
USR0875,37,20500,93000,medium,high,growth,US,advanced,low,US_Stocks,0.221,high risk tolerance; low liquidity need; growth goal,0,12,48,77,60
USR0876,55,35000,1215000,long,medium,growth,Both,advanced,low,Mixed,0.291,medium risk tolerance; long investment horizon; low liquidity need,8,25,48,61,86
USR0877,32,10500,266000,medium,high,growth,Saudi,intermediate,high,Saudi_Stocks,0.194,high risk tolerance; medium investment horizon; growth goal,22,30,62,43,50
USR0878,40,9500,226000,long,medium,balanced,Saudi,beginner,low,Mixed,0.167,medium risk tolerance; long investment horizon; low liquidity need,10,42,50,24,60
USR0879,37,12000,143000,medium,high,balanced,Both,intermediate,medium,Mixed,0.538,high risk tolerance; medium investment horizon; medium liquidity need,0,33,36,30,78
USR0880,49,20500,229000,medium,high,growth,Both,advanced,high,Mixed,0.147,high risk tolerance; medium investment horizon; growth goal,22,25,40,58,68
USR0881,63,17000,579000,medium,medium,growth,Both,advanced,medium,Mixed,0.423,medium risk tolerance; medium investment horizon; medium liquidity need,8,45,38,37,78
USR0882,32,8500,109000,long,medium,income,US,advanced,medium,Mixed,0.16,medium risk tolerance; long investment horizon; medium liquidity need,14,36,28,42,50
USR0883,33,13500,385000,long,high,growth,US,advanced,medium,US_Stocks,0.0,controlled label noise for model robustness,0,8,42,85,64
USR0884,48,18000,287000,medium,low,income,Saudi,intermediate,high,Deposits,0.0,low risk tolerance; high liquidity need; income goal,71,71,30,0,18
USR0885,44,16500,125000,long,high,growth,Both,intermediate,medium,Mixed,0.179,high risk tolerance; long investment horizon; medium liquidity need,0,13,50,64,78
USR0886,56,16500,55000,short,low,capital_preservation,Both,intermediate,high,Deposits,0.39,low risk tolerance; short investment horizon; high liquidity need,118,72,8,5,24
USR0887,43,15000,314000,short,low,capital_preservation,Both,beginner,medium,Deposits,0.224,low risk tolerance; short investment horizon; capital preservation goal,98,76,0,5,22
USR0888,34,9000,316000,long,high,growth,US,advanced,low,US_Stocks,0.29,high risk tolerance; long investment horizon; low liquidity need,0,0,50,93,66
USR0889,43,22000,333000,short,medium,income,Both,intermediate,medium,Saudi_Funds,0.059,medium risk tolerance; short investment horizon; medium liquidity need,39,51,26,5,48
USR0890,49,27000,399000,long,high,growth,Both,intermediate,low,Mixed,0.1,high risk tolerance; long investment horizon; low liquidity need,0,5,58,72,80
USR0891,46,9000,129000,medium,high,balanced,Both,advanced,low,Mixed,0.415,high risk tolerance; medium investment horizon; low liquidity need,0,25,36,48,82
USR0892,43,11500,232000,long,high,balanced,Both,advanced,medium,Mixed,0.349,high risk tolerance; long investment horizon; medium liquidity need,0,21,30,56,86
USR0893,48,10500,184000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
USR0894,49,14500,464000,medium,low,capital_preservation,Saudi,advanced,medium,Saudi_Funds,0.113,low risk tolerance; medium investment horizon; medium liquidity need,63,71,22,10,26
USR0895,51,19000,373000,medium,low,balanced,Saudi,beginner,low,Saudi_Funds,0.328,low risk tolerance; medium investment horizon; balanced goal,45,67,30,8,36
USR0896,44,10000,197000,short,low,capital_preservation,US,beginner,high,Deposits,0.408,low risk tolerance; short investment horizon; high liquidity need,120,71,0,16,0
USR0897,36,9500,71000,short,low,income,US,beginner,high,Deposits,0.33,low risk tolerance; short investment horizon; high liquidity need,106,71,0,16,0
USR0898,39,10000,354000,medium,medium,balanced,Saudi,intermediate,low,Mixed,0.097,medium risk tolerance; medium investment horizon; low liquidity need,0,42,56,8,62
USR0899,50,20500,230000,long,low,balanced,Both,advanced,low,Mixed,0.426,long investment horizon; low liquidity need; balanced goal,35,38,18,39,68
USR0900,29,11000,59000,long,high,growth,US,advanced,low,US_Stocks,0.273,high risk tolerance; long investment horizon; low liquidity need,0,0,50,99,72
USR0901,41,12000,298000,short,high,balanced,Saudi,beginner,high,Deposits,0.158,short investment horizon; high liquidity need; beginner investor,57,48,34,25,38
USR0902,34,13500,305000,medium,low,balanced,Both,intermediate,low,Mixed,0.167,medium investment horizon; low liquidity need; balanced goal,35,50,24,13,60
USR0903,38,11500,192000,short,low,growth,Saudi,advanced,medium,Deposits,0.117,low risk tolerance; short investment horizon,60,53,26,28,28
USR0904,50,17000,287000,medium,medium,capital_preservation,US,advanced,high,Deposits,0.04,high liquidity need; capital preservation goal,50,48,26,26,38
USR0905,39,26500,766000,short,medium,income,Both,intermediate,high,Deposits,0.164,short investment horizon; high liquidity need; income goal,61,51,26,9,48
USR0906,38,23000,217000,medium,high,balanced,US,advanced,low,Mixed,0.106,high risk tolerance; medium investment horizon; low liquidity need,0,20,36,59,66
USR0907,24,5500,165000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,6,6
USR0908,45,22500,549000,long,high,growth,Saudi,advanced,medium,US_Stocks,0.041,high risk tolerance; long investment horizon; growth goal,0,18,56,73,70
USR0909,44,22000,370000,medium,medium,growth,US,intermediate,medium,Mixed,0.148,medium risk tolerance; medium investment horizon; medium liquidity need,0,32,46,34,54
USR0910,59,15000,271000,medium,medium,growth,US,intermediate,medium,Mixed,0.148,medium risk tolerance; medium investment horizon; medium liquidity need,8,40,46,34,54
USR0911,34,17000,194000,medium,low,capital_preservation,Saudi,intermediate,medium,Saudi_Funds,0.113,low risk tolerance; medium investment horizon; medium liquidity need,63,71,30,0,24
USR0912,40,26000,723000,medium,medium,income,Saudi,intermediate,medium,Saudi_Funds,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,48,4,48
USR0913,40,10000,199000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,0,0
USR0914,53,14500,197000,long,medium,balanced,Saudi,advanced,medium,Mixed,0.382,medium risk tolerance; long investment horizon; medium liquidity need,0,38,42,26,68
USR0915,37,19500,442000,medium,low,capital_preservation,Saudi,beginner,medium,Saudi_Funds,0.12,low risk tolerance; medium investment horizon; medium liquidity need,73,83,22,0,16
USR0916,40,16500,591000,short,medium,income,US,advanced,medium,Saudi_Funds,0.13,medium risk tolerance; short investment horizon; medium liquidity need,39,46,18,30,40
USR0917,44,20000,347000,short,low,income,Both,advanced,high,Deposits,0.333,low risk tolerance; short investment horizon; high liquidity need,96,64,0,15,26
USR0918,39,16500,550000,short,low,capital_preservation,Both,advanced,medium,Deposits,0.273,low risk tolerance; short investment horizon; capital preservation goal,88,64,0,19,38
USR0919,33,14000,201000,medium,high,balanced,US,intermediate,high,Mixed,0.268,high risk tolerance; medium investment horizon; balanced goal,22,28,36,41,56
USR0920,39,9000,43000,medium,high,growth,Saudi,advanced,medium,Mixed,0.069,high risk tolerance; medium investment horizon; medium liquidity need,5,35,54,53,58
USR0921,48,26500,258000,medium,medium,growth,Both,advanced,medium,Mixed,0.472,medium risk tolerance; medium investment horizon; medium liquidity need,0,37,38,33,72
USR0922,27,15000,252000,short,medium,income,Saudi,intermediate,medium,Saudi_Funds,0.286,medium risk tolerance; short investment horizon; medium liquidity need,39,56,40,6,38
USR0923,39,13500,138000,long,high,income,US,intermediate,medium,Saudi_Stocks,0.0,controlled label noise for model robustness,14,24,38,57,50
USR0924,30,11000,33000,long,high,growth,Both,advanced,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,5,10,50,82,82
USR0925,49,11000,365000,long,high,growth,US,advanced,low,US_Stocks,0.29,high risk tolerance; long investment horizon; low liquidity need,0,0,50,93,66
USR0926,22,9500,293000,medium,medium,balanced,Saudi,beginner,medium,Saudi_Funds,0.065,medium risk tolerance; medium investment horizon; medium liquidity need,10,62,40,6,58
USR0927,32,14500,398000,long,high,growth,US,advanced,low,US_Stocks,0.29,high risk tolerance; long investment horizon; low liquidity need,0,0,50,93,66
USR0928,41,15000,128000,short,high,income,Saudi,beginner,high,Deposits,0.211,short investment horizon; high liquidity need; income goal,71,56,34,25,20
USR0929,53,30000,209000,medium,low,balanced,Saudi,beginner,low,Saudi_Funds,0.328,low risk tolerance; medium investment horizon; balanced goal,45,67,30,8,36
USR0930,37,12000,62000,short,medium,income,Saudi,intermediate,high,Deposits,0.082,short investment horizon; high liquidity need; income goal,61,56,40,0,26
USR0931,32,14500,389000,medium,medium,growth,Saudi,intermediate,medium,Saudi_Stocks,0.1,medium risk tolerance; medium investment horizon; growth goal,0,42,60,18,54
USR0932,56,15000,504000,medium,low,capital_preservation,US,advanced,low,Deposits,0.141,low risk tolerance; capital preservation goal; older investor profile,71,61,16,38,34
USR0933,23,8000,137000,short,low,income,Saudi,beginner,medium,Deposits,0.036,low risk tolerance; short investment horizon; income goal,84,81,14,6,12
USR0934,22,7500,51000,long,medium,capital_preservation,Saudi,beginner,medium,Saudi_Funds,0.207,medium risk tolerance; medium liquidity need; capital preservation goal,38,58,42,22,46
USR0935,42,17000,338000,long,medium,growth,Both,intermediate,low,Mixed,0.282,medium risk tolerance; long investment horizon; low liquidity need,0,17,56,47,78
USR0936,32,10500,152000,long,medium,growth,Saudi,beginner,low,Saudi_Stocks,0.129,medium risk tolerance; long investment horizon; low liquidity need,10,34,62,42,54
USR0937,27,9500,146000,medium,low,income,Saudi,beginner,medium,Saudi_Funds,0.289,low risk tolerance; medium investment horizon; medium liquidity need,59,83,22,6,22
USR0938,45,22500,528000,long,medium,income,Both,advanced,low,US_Stocks,0.0,controlled label noise for model robustness,14,33,36,43,74
USR0939,40,13000,347000,short,medium,income,Saudi,advanced,high,Deposits,0.082,short investment horizon; high liquidity need; income goal,61,56,32,10,28
USR0940,32,6500,43000,short,medium,capital_preservation,Both,advanced,low,Deposits,0.103,short investment horizon; capital preservation goal; smaller investment capital,58,48,26,23,52
USR0941,25,16500,68000,short,low,income,Both,beginner,high,Deposits,0.283,low risk tolerance; short investment horizon; high liquidity need,106,76,0,11,22
USR0942,46,28500,1020000,medium,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.0,high risk tolerance; medium investment horizon; growth goal,0,30,62,47,62
USR0943,44,10500,112000,long,high,growth,Both,advanced,medium,Mixed,0.075,high risk tolerance; long investment horizon; medium liquidity need,0,13,42,74,80
USR0944,37,17500,83000,medium,medium,balanced,Saudi,intermediate,medium,Mixed,0.167,medium risk tolerance; medium investment horizon; medium liquidity need,0,50,48,0,60
